id,title,question_text,choices_json,correct_choice_index,short_explanation,detailed_explanation,basic_terms,domain,subdomain,ability_axis,cognitive_type,difficulty_initial,source_url,source_note,currentness_type,expires_at,tags_json
"00000000-0000-4000-8001-000000000089","周期表の横並び","周期表で同じ横の列（周期）に並ぶ元素に共通する傾向として最も適切なのはどれか。","[""電子殻の数（周期数）が同じである"",""同じ周期の元素は価電子数も同じ"",""同じ周期の元素は金属である"",""原子番号が10ずつ増える""]","0","同じ周期の元素は電子殻の数が同じです。","周期表の横の列を周期といい、上から1周期、2周期…と数えます。同じ周期の元素は最外殻を含む電子殻の数が同じです。価電子数は族によって変わります。","・周期：表の横の列を周期といい、上から1周期、2周期…と数えます。","化学","周期表","基礎力","原理・因果","300","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""周期表"",""周期"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000090","同じ族の性質","周期表で同じ縦の列（族）に属する元素が似た化学的性質を示す主な理由はどれか。","[""価電子数（最外殻電子の配置）が同じだから"",""同じ族の元素は原子番号も同じ"",""同じ元素なら質量数も同じ"",""同じ族の元素は常温で同じ状態である""]","0","同族元素は価電子数が同じため性質が似ます。","化学的性質は主に最外殻の電子（価電子）の振る舞いで決まります。同じ族の元素は価電子数が同じため、反応の仕方が似ます。","・族：同じ族の元素は価電子数が同じため、反応の仕方が似ます。
・同じ族の元素は原子番号も同じ：原子番号（陽子数）は族ごとに異なります。","化学","周期表","基礎力","原理・因果","300","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""周期表"",""族"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000091","原子半径の周期性","同じ周期内で左から右へ進むにつれ、一般に原子半径はどう変化するか。","[""小さくなる傾向がある"",""大きくなる傾向がある"",""電子が増えると半径も増える"",""ランダムに変化する""]","0","左から右へ原子核の引きが強まり半径は小さくなります。","同じ周期では電子殻数は同じですが、原子番号が増えると原子核の正電荷が増え、価電子を強く引き寄せます。そのため原子半径は一般に左から右へ小さくなります。","・原子半径：そのため原子半径は一般に左から右へ小さくなります。","化学","周期表","基礎力","原理・因果","350","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""周期表"",""原子半径"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000092","貴ガスの電子配置","ヘリウムやネオンなどの貴ガスが化学反応をほとんどおこさない主な理由はどれか。","[""最外殻電子が安定な配置（閉殻）になっている"",""原子核に中性子がない"",""貴ガスは常温で液体である"",""電子を1個しか持たない""]","0","貴ガスは最外殻が満たされており反応しにくいです。","貴ガスは最外殻電子が2個（He）または8個（Ne 以降）の安定配置になっています。このため電子の授受を必要とする反応をほとんどおこしません。","・貴ガス：最外殻電子が2個（He）または8個（Ne 以降）の安定配置になっています。
・電子配置：貴ガスは最外殻電子が2個（He）または8個（Ne 以降）の安定配置になっています。","化学","周期表","基礎力","原理・因果","350","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""貴ガス"",""電子配置"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000093","金属と非金属の位置","周期表において、一般に非金属元素が多く分布する領域はどれか。","[""右上"",""左下"",""非金属元素は周期表の中央部に多い"",""周期表の外側""]","0","非金属は周期表の右上に多く分布します。","金属元素は左下に、非金属元素は右上に多く分布するのが一般的です。中央付近には半金属（メタロイド）もあります。","・右上：金属元素は左下に、非金属元素は右上に多く分布するのが一般的です。
・金属：元素は左下に、非金属元素は右上に多く分布するのが一般的です。
・非金属：金属元素は左下に、非金属元素は右上に多く分布するのが一般的です。
・左下：金属元素は左下に、非金属元素は右上に多く分布するのが一般的です。","化学","周期表","基礎力","原理・因果","400","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""周期表"",""金属"",""非金属"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000094","イオン化エネルギー","同じ周期内で左から右へ進むと、一般に最初のイオン化エネルギーはどう変化するか。","[""大きくなる傾向がある"",""小さくなる傾向がある"",""同周期ではイオン化エネルギーは変化しない"",""最外殻が8個になるとイオン化エネルギーは0になる""]","0","核電荷が増えるほど電子を取り去るのにエネルギーが必要です。","原子番号が増えると原子核の正電荷が強まり、最外殻電子を引き留める力が増します。そのためイオン化エネルギーは一般に左から右へ大きくなります。","・イオン化エネルギー：そのためイオン化エネルギーは一般に左から右へ大きくなります。","化学","周期表","基礎力","原理・因果","400","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""イオン化エネルギー"",""周期表"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000095","典型元素","周期表の「典型元素」として最も適切な位置の説明はどれか。","[""1,2族と13〜18族の元素"",""3〜12族の元素"",""典型元素はランタノイド・アクチノイドである"",""周期表に含まれない元素""]","0","典型元素は1,2族と13〜18族に属します。","典型元素（主族元素）は1,2族と13〜18族に位置し、最外殻電子の変化が化学的性質に直結します。3〜12族は遷移元素です。","・典型元素：（主族元素）は1,2族と13〜18族に位置し、最外殻電子の変化が化学的性質に直結します。
・3〜12族の元素：3〜12族は遷移元素です。","化学","周期表","基礎力","原理・因果","400","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""典型元素"",""周期表"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000096","電気陰性度","電気陰性度が大きい元素について正しい説明はどれか。","[""共有電子対を強く引き寄せる"",""電気陰性度が大きい元素は金属である"",""電気陰性度が大きい元素は常温で気体である"",""電気陰性度が大きいほどイオン化エネルギーは小さい""]","0","電気陰性度は電子を引き寄せる力の目安です。","電気陰性度は原子が結合中の電子対をどれだけ強く引き寄せるかを表します。フッ素は電気陰性度が最も大きい元素です。","・電気陰性度：原子が結合中の電子対をどれだけ強く引き寄せるかを表します。","化学","周期表","基礎力","原理・因果","450","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""電気陰性度"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000097","同周期の価電子","第3周期（Na〜Ar）の元素について、左から右へ進むにつれ一般に増えるのはどれか。","[""価電子数"",""電子殻の数"",""同周期では陽子数は変化しない"",""同周期では原子核の直径は変わらない""]","0","同周期では価電子数が1から8まで増えます。","第3周期では電子殻数は3で共通ですが、Na（1個）から Cl（7個）、Ar（8個）へと価電子数が増えます。陽子数（原子番号）も同時に増えます。","・価電子数：第3周期では電子殻数は3で共通ですが、Na（1個）から Cl（7個）、Ar（8個）へと価電子数が増えます。
・価電子：第3周期では電子殻数は3で共通ですが、Na（1個）から Cl（7個）、Ar（8個）へと価電子数が増えます。
・電子殻の数：電子殻数は同周期内で一定です。","化学","周期表","基礎力","原理・因果","450","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""価電子"",""周期表"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000098","アルカリ金属の性質","アルカリ金属（Li, Na, K など）に共通する性質として最も適切なのはどれか。","[""水と激しく反応して水素ガスとアルカリ性の溶液を生じる"",""アルカリ金属は水と穏やかに反応する"",""アルカリ金属は常温で気体である"",""アルカリ金属は2価の陽イオンになる""]","0","アルカリ金属は1価の陽イオンになり、水と激しく反応します。","アルカリ金属は1個の価電子を失いやすく、水と反応して水素ガスと水酸化物イオンを生成します。反応性は下の族ほど一般に強くなります。","・アルカリ金属：1個の価電子を失いやすく、水と反応して水素ガスと水酸化物イオンを生成します。","化学","周期表","基礎力","原理・因果","450","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""アルカリ金属"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000099","ヘリウムの族","元素記号 He のヘリウムが周期表で属する族として正しいのはどれか。","[""18族（貴ガス）"",""1族（アルカリ金属）"",""17族（ハロゲン）"",""2族（アルカリ土類金属）""]","0","ヘリウムは18族の貴ガス元素です。","ヘリウムは最外殻2個の電子を持つ安定配置の貴ガスです。周期表では18族（0族）に分類されます。","・18族（貴ガス）：He は貴ガスです。
・ヘリウム：最外殻2個の電子を持つ安定配置の貴ガスです。
・貴ガス：ヘリウムは最外殻2個の電子を持つ安定配置の貴ガスです。
・1族（アルカリ金属）：1族は1個の価電子を持つ金属です。","化学","周期表","基礎力","原理・因果","500","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""ヘリウム"",""貴ガス"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000100","遷移元素の特徴","遷移元素（3〜12族）の特徴として最も適切なのはどれか。","[""複数の酸化数を示す元素が多い"",""遷移元素は1価の陽イオンになりやすい"",""遷移元素は非金属元素である"",""遷移元素は常温で気体である""]","0","遷移元素は複数の酸化数を示すことが多いです。","鉄（Fe²⁺, Fe³⁺）や銅（Cu⁺, Cu²⁺）のように、遷移元素は d 電子に関与して複数の酸化状態をとることがあります。","・遷移元素：鉄（Fe²⁺, Fe³⁺）や銅（Cu⁺, Cu²⁺）のように、遷移元素は d 電子に関与して複数の酸化状態をとることがあります。","化学","周期表","基礎力","原理・因果","500","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""遷移元素"",""化学"",""周期表"",""原理・因果"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000101","イオン結合の例","塩化ナトリウム（NaCl）の結合様式として最も適切なのはどれか。","[""イオン結合"",""共有結合"",""金属結合"",""NaCl は分子間力で結合している""]","0","NaCl は Na⁺ と Cl⁻ のイオン結合です。","ナトリウム原子は電子を失い Na⁺、塩素原子は電子を得て Cl⁻ となり、静電気的引力で結合します。これがイオン結合です。","・イオン結合：これがイオン結合です。
・NaCl：ナトリウム原子は電子を失い Na⁺、塩素原子は電子を得て Cl⁻ となり、静電気的引力で結合します。
・共有結合：共有結合は非金属同士（H₂O など）で見られます。
・金属結合：金属結合は金属単体（Cu など）に見られます。","化学","化学結合","基礎力","基本的な適用","500","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""イオン結合"",""NaCl"",""化学"",""化学結合"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000102","共有結合の例","水分子（H₂O）中の水素原子と酸素原子の結合として最も適切なのはどれか。","[""共有結合"",""イオン結合"",""金属結合"",""水素結合そのもの""]","0","H と O は電子対を共有する共有結合です。","水分子内の O−H 結合は非金属同士の共有結合です。分子間には水素結合も働きますが、原子間結合は共有結合です。","・共有結合：水分子内の O−H 結合は非金属同士の共有結合です。
・水：分子内の O−H 結合は非金属同士の共有結合です。
・イオン結合：イオン結合は電荷を帯びたイオン間の結合です。
・金属結合：金属結合は金属元素内の結合です。","化学","化学結合","基礎力","基本的な適用","550","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""共有結合"",""水"",""化学"",""化学結合"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000103","金属結合の特徴","金属結合の特徴として最も適切な説明はどれか。","[""金属原子の価電子が全体で自由に動き回る"",""非金属原子同士が電子を完全に移動する"",""金属結合は分子間力で説明できる"",""金属原子同士は水素結合で結合している""]","0","金属結合は自由電子（電子気体）モデルで説明されます。","金属では価電子が原子から離れて全体を動き回り、正イオン格子と自由電子の間の引力が金属結合を形成します。これにより電気伝導性などが生じます。","・金属結合：金属では価電子が原子から離れて全体を動き回り、正イオン格子と自由電子の間の引力が金属結合を形成します。","化学","化学結合","基礎力","基本的な適用","550","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""金属結合"",""化学"",""化学結合"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000104","分子間力の種類","水（H₂O）において、分子と分子の間に働く力として最も重要なのはどれか。","[""水素結合"",""O−H 共有結合"",""Na⁺ と Cl⁻ のイオン結合"",""金属結合""]","0","水分子間には水素結合が働きます。","O−H 共有結合は分子内結合です。水分子同士の間には酸素の電気陰性度の高さにより水素結合が働き、沸点が高くなります。","・水素結合：水分子同士の間には酸素の電気陰性度の高さにより水素結合が働き、沸点が高くなります。
・分子間力：O−H 共有結合は分子内結合です。
・O−H 共有結合：分子内結合です。
・金属結合：金属結合は金属元素内の結合です。","化学","化学結合","基礎力","基本的な適用","550","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""分子間力"",""水素結合"",""化学"",""化学結合"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000105","モル質量の計算","水 H₂O のモル質量として最も近い値はどれか。（H=1, O=16 g/mol）","[""18 g/mol"",""17 g/mol"",""16 g/mol"",""34 g/mol""]","0","1×2 + 16 = 18 g/mol です。","H₂O は水素2原子と酸素1原子からなり、モル質量 = 1×2 + 16×1 = 18 g/mol です。したがって 1 mol の水は 18 g です。","・18 g/mol：H₂O は水素2原子と酸素1原子からなり、モル質量 = 1×2 + 16×1 = 18 g/mol です。
・モル質量：H₂O は水素2原子と酸素1原子からなり、モル質量 = 1×2 + 16×1 = 18 g/mol です。
・計算：H₂O は水素2原子と酸素1原子からなり、モル質量 = 1×2 + 16×1 = 18 g/mol です。
・17 g/mol：17 g/mol は原子量の加算ミス（H を1個と数えた）です。","化学","物質量濃度","基礎力","基本的な適用","600","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""モル質量"",""計算"",""化学"",""物質量濃度"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000106","モル濃度","0.50 mol の塩化ナトリウムを水500 mL に溶かしたときのモル濃度（mol/L）はいくらか。","[""1.0 mol/L"",""0.50 mol/L"",""0.25 mol/L"",""2.0 mol/L""]","0","500 mL = 0.500 L なので 0.50/0.500 = 1.0 mol/L です。","モル濃度 c = n/V です。n = 0.50 mol、V = 500 mL = 0.500 L より c = 0.50/0.500 = 1.0 mol/L となります。","・1.0 mol/L：n = 0.50 mol、V = 500 mL = 0.500 L より c = 0.50/0.500 = 1.0 mol/L となります。
・モル濃度：c = n/V です。
・計算：モル濃度 c = n/V です。
・0.50 mol/L：0.50 mol/L は体積換算をせず 500 mL をそのまま使った誤りです。","化学","物質量濃度","基礎力","基本的な適用","600","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""モル濃度"",""計算"",""化学"",""物質量濃度"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000107","質量パーセント濃度","質量パーセント濃度 10% の食塩水200 g に含まれる食塩（NaCl）の質量はいくらか。","[""20 g"",""10 g"",""2 g"",""200 g""]","0","200 g × 10/100 = 20 g です。","質量パーセント濃度は（溶質の質量/溶液の質量）×100 です。10% なら溶質は溶液の10%なので 200 × 0.10 = 20 g です。","・20 g：10% なら溶質は溶液の10%なので 200 × 0.10 = 20 g です。
・質量パーセント濃度：（溶質の質量/溶液の質量）×100 です。
・10 g：10 g は濃度の数値をそのまま質量とした誤りです。
・2 g：2 g は百分率の扱いを誤った計算です。","化学","物質量濃度","基礎力","基本的な適用","600","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""質量パーセント濃度"",""化学"",""物質量濃度"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000108","pHの意味","pH = 3 の水溶液について正しい説明はどれか。","[""酸性で、[H⁺] = 1×10⁻³ mol/L 程度"",""中性で、[H⁺] = 1×10⁻⁷ mol/L"",""アルカリ性で、[OH⁻] = 1×10⁻³ mol/L 程度"",""pH は温度と無関係""]","0","pH 3 は酸性で水素イオン濃度は 10⁻³ mol/L 程度です。","pH = −log[H⁺] です。pH 3 なら [H⁺] ≈ 10⁻³ mol/L で酸性です。pH 7 が中性（25°C）、pH 7 より大きいとアルカリ性です。","・pH：= −log[H⁺] です。","化学","酸塩基","基礎力","基本的な適用","650","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""pH"",""酸塩基"",""化学"",""酸塩基"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000109","酸化数","単体（元素そのもの）の状態にある原子の酸化数として正しいのはどれか。","[""0"",""単体中の元素の酸化数は+1"",""単体中の元素の酸化数は−1"",""原子番号と等しい""]","0","単体中の元素の酸化数は 0 です。","酸化数の基準として、単体（O₂, Fe, S など）中の原子の酸化数は 0 と定められます。化合物中では一般に異なる値をとります。","・0：酸化数の基準として、単体（O₂, Fe, S など）中の原子の酸化数は 0 と定められます。
・酸化数：の基準として、単体（O₂, Fe, S など）中の原子の酸化数は 0 と定められます。
・単体中の元素の酸化数は+1：+1 は水素化合物などの特例ルールと混同されます。
・単体中の元素の酸化数は−1：−1 も特定元素（F など）の特例と混同されます。","化学","酸化還元","基礎力","基本的な適用","650","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""酸化数"",""酸化還元"",""化学"",""酸化還元"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000110","平衡定数","一定温度での化学平衡における平衡定数 K について正しい説明はどれか。","[""生成物の濃度の積と反応物の濃度の積の比（係数に応じたべき乗）"",""反応速度の絶対値"",""触媒の量"",""初期濃度の合計""]","0","平衡定数は平衡時の濃度比を表します。","aA + bB ⇌ cC + dD の平衡定数 K = [C]ᶜ[D]ᵈ/[A]ᵃ[B]ᵇ です。温度が変わると K も変わりますが、触媒は K を変えません。","・平衡定数：aA + bB ⇌ cC + dD の平衡定数 K = [C]ᶜ[D]ᵈ/[A]ᵃ[B]ᵇ です。
・反応速度の絶対値：反応速度は別の概念です。
・触媒の量：触媒は平衡位置を変えません。
・初期濃度の合計：初期濃度の合計は平衡定数ではありません。","化学","化学平衡","基礎力","基本的な適用","650","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""化学平衡"",""平衡定数"",""化学"",""化学平衡"",""基本的な適用"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000111","酸と塩基の比較","Brønsted の酸・塩基の定義に基づく説明として正しい組み合わせはどれか。","[""酸はプロトン（H⁺）を与える物質、塩基は受け取る物質"",""酸は電子対を与える、塩基は受け取る"",""Brønsted の酸は水溶液で pH 7 より小さい"",""酸は金属、塩基は非金属""]","0","Brønsted 酸は H⁺ 供与体、塩基は H⁺ 受容体です。","Brønsted-Lowry 定義では酸はプロトン供与体、塩基はプロトン受容体です。Lewis 定義では電子対の授受で定義します。","・Brønsted：-Lowry 定義では酸はプロトン供与体、塩基はプロトン受容体です。","化学","酸塩基","基礎力","比較・分類","700","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""酸塩基"",""Brønsted"",""化学"",""酸塩基"",""比較・分類"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000112","酸化剤と還元剤","酸化還元反応における酸化剤と還元剤の関係として正しいのはどれか。","[""酸化剤は電子を受け取り自身は還元される"",""酸化剤は電子を放出し自身は還元される"",""還元剤は電子を受け取り自身は酸化される"",""酸化剤と還元剤は同じ物質しかなりえない""]","0","酸化剤は電子を受け取り還元され、還元剤は電子を渡して酸化されます。","酸化剤は相手を酸化（電子を取る）し自身は還元（電子を得る）されます。還元剤は相手を還元（電子を渡す）し自身は酸化されます。","・酸化剤：相手を酸化（電子を取る）し自身は還元（電子を得る）されます。
・還元剤：相手を還元（電子を渡す）し自身は酸化されます。","化学","酸化還元","基礎力","比較・分類","700","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""酸化還元"",""酸化剤"",""還元剤"",""化学"",""酸化還元"",""比較・分類"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000113","触媒の役割","触媒が化学反応に与える効果として最も適切なのはどれか。","[""活性化エネルギーを下げ、反応速度を大きくする"",""平衡定数を大きく変える"",""反応が発熱か吸熱かを逆転させる"",""反応物を永久に消費する""]","0","触媒は活性化エネルギーを下げて反応を速めます。","触媒は反応経路を変えて活性化エネルギーを低下させ、正逆両方向の速度を同じ倍率で増やします。平衡位置（K）は変わりません。","・触媒：反応経路を変えて活性化エネルギーを低下させ、正逆両方向の速度を同じ倍率で増やします。","化学","反応速度","基礎力","比較・分類","750","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""触媒"",""反応速度"",""化学"",""反応速度"",""比較・分類"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000114","有機化合物の分類","有機化合物の分類として最も適切な組み合わせはどれか。","[""エタノールは酸素を含む官能基（ヒドロキシ基）を持つ"",""メタンは炭素を含まない"",""ベンゼンは無機化合物"",""有機化合物は水に溶けやすい""]","0","エタノール C₂H₅OH はヒドロキシ基を持つ有機化合物です。","有機化合物は基本的に炭素を骨格とします。メタン CH₄ は炭化水素、エタノールはアルコール（−OH）に分類されます。","・有機化合物：基本的に炭素を骨格とします。
・官能基：有機化合物は基本的に炭素を骨格とします。
・ベンゼンは無機化合物：ベンゼン C₆H₆ は有機化合物です。","化学","有機基礎","基礎力","比較・分類","750","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""有機化合物"",""官能基"",""化学"",""有機基礎"",""比較・分類"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000115","合成高分子と天然高分子","合成高分子の例として最も適切なのはどれか。","[""ポリエチレン"",""デンプン"",""セルロース"",""タンパク質""]","0","ポリエチレンはエチレンの重合で得る合成高分子です。","ポリエチレンは石油由来のエチレンを重合させて人工的に作るプラスチックです。デンプン、セルロース、タンパク質は天然高分子です。","・ポリエチレン：石油由来のエチレンを重合させて人工的に作るプラスチックです。
・高分子：デンプン、セルロース、タンパク質は天然高分子です。
・合成高分子：ポリエチレンは石油由来のエチレンを重合させて人工的に作るプラスチックです。
・デンプン：セルロース、タンパク質は天然高分子です。","化学","高分子材料基礎","基礎力","比較・分類","800","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""高分子"",""合成高分子"",""化学"",""高分子材料基礎"",""比較・分類"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000116","pHの誤解","水溶液の pH について、誤った説明はどれか。","[""pH が 1 だけ小さくなると酸性度は10倍になる"",""pH が 1 だけ小さくなると酸性度は2倍になる"",""pH 7 は中性に近い"",""pH は水素イオン濃度に関連する""]","1","pH は対数尺度なので1差で10倍、2倍ではありません。","pH = −log[H⁺] なので pH が 1 小さくなると [H⁺] は 10 倍になります。「2倍」という説明は対数尺度を線形と誤解したものです。","・pH：= −log[H⁺] なので pH が 1 小さくなると [H⁺] は 10 倍になります。
・pH 7 は中性に近い：正しい説明です。","化学","酸塩基","基礎力","誤解・境界","800","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""pH"",""誤解"",""化学"",""酸塩基"",""誤解・境界"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000117","触媒と平衡","触媒を加えた化学平衡系について、誤っている説明はどれか。","[""正逆両方向の反応速度がともに増える"",""平衡に達するまでの時間が短くなることがある"",""平衡定数 K は変わらない"",""触媒を加えると平衡時の生成物のモル分率が増える""]","3","触媒は平衡位置を変えず、生成物の割合は変わりません。","触媒は活性化エネルギーを下げて平衡到達を早めますが、平衡定数も平衡組成も変えません。生成物のモル分率が増えるわけではありません。","・触媒：活性化エネルギーを下げて平衡到達を早めますが、平衡定数も平衡組成も変えません。","化学","化学平衡","基礎力","誤解・境界","850","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""触媒"",""化学平衡"",""誤解"",""化学"",""化学平衡"",""誤解・境界"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000118","化学反応式の係数","2H₂ + O₂ → 2H₂O の反応について、誤った説明はどれか。","[""水素2 mol と酸素1 mol が完全反応すると水2 mol できる"",""係数の比は 2:1:2 である"",""水素分子1個と酸素分子1個が直接反応する"",""反応物と生成物で原子数は保存される""]","2","係数2:1:2 なので H₂ 2分子と O₂ 1分子の組み合わせです。","化学反応式の係数はモル比を表します。2H₂ + O₂ → 2H₂O では H₂ 2 mol と O₂ 1 mol が反応します。H₂ 1分子と O₂ 1分子では O が不足します。","・化学反応式：の係数はモル比を表します。
・モル比：化学反応式の係数はモル比を表します。","化学","物質量濃度","基礎力","誤解・境界","850","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""化学反応式"",""モル比"",""化学"",""物質量濃度"",""誤解・境界"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000119","活性化エネルギー","温度を上げると多くの反応で反応速度が大きくなる主な理由として最も適切なのはどれか。","[""活性化エネルギー以上のエネルギーを持つ粒子の割合が増える"",""温度を上げると平衡定数も大きくなる"",""触媒が自動的に生成される"",""反応物のモル質量が小さくなる""]","0","温度上昇で活性化エネルギーを超える分子が増え速度が上がります。","反応速度は活性化エネルギー Ea を超える分子の衝突頻度と比例します。温度を上げると分子の運動エネルギー分布が変わり、Ea 以上の分子が増えます。","・活性化エネルギー：反応速度は活性化エネルギー Ea を超える分子の衝突頻度と比例します。","化学","反応速度","基礎力","誤解・境界","900","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""活性化エネルギー"",""反応速度"",""化学"",""反応速度"",""誤解・境界"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000120","プラスチックの主成分","ポリエチレンなどの一般プラスチックについて、最も適切な説明はどれか。","[""炭素と水素からなる高分子で、石油由来のモノマーを重合して作る"",""プラスチックは金属元素からなる"",""プラスチックは水分子の連続体である"",""使用後すぐに自然界で完全分解される""]","0","ポリエチレンはエチレン（C₂H₄）の重合体です。","多くのプラスチックは石油由来のモノマー（エチレン、プロピレンなど）を重合させた炭素系高分子です。自然分解には長い時間を要するものが多いです。","・プラスチック：多くのプラスチックは石油由来のモノマー（エチレン、プロピレンなど）を重合させた炭素系高分子です。
・高分子：多くのプラスチックは石油由来のモノマー（エチレン、プロピレンなど）を重合させた炭素系高分子です。","化学","高分子材料基礎","基礎力","誤解・境界","900","","高校化学・大学一般教養レベルの基礎概念（教科書水準）","evergreen","","[""プラスチック"",""高分子"",""化学"",""高分子材料基礎"",""誤解・境界"",""基礎力"",""v1""]"
"00000000-0000-4000-8001-000000000121","生物 基礎力 細胞膜の構成","真核細胞の細胞膜を主に構成する分子はどれか。","[""リン脂質とタンパク質"",""セルロース"",""デンプン"",""核酸が二重膜を形作る""]","0","細胞膜はリン脂質二重層に膜タンパク質が埋め込まれた構造です。","細胞膜はリン脂質の二重層が基本骨格で、貫通型・表面型のタンパク質が物質輸送や受容に関与します。セルロースは植物細胞壁、デンプンは貯蔵多糖、核酸は主に核や細胞質基質に存在します。","・細胞膜：リン脂質の二重層が基本骨格で、貫通型・表面型のタンパク質が物質輸送や受容に関与します。
・膜構造：細胞膜はリン脂質の二重層が基本骨格で、貫通型・表面型のタンパク質が物質輸送や受容に関与します。
・セルロース：植物細胞壁、デンプンは貯蔵多糖、核酸は主に核や細胞質基質に存在します。
・デンプン：セルロースは植物細胞壁、デンプンは貯蔵多糖、核酸は主に核や細胞質基質に存在します。","生物","細胞","基礎力","用語・定義","100","","高校・大学基礎生物学の定番内容に基づく。basic-v1 生物ドメイン初版。","evergreen","","[""細胞"",""細胞膜"",""膜構造"",""生物"",""細胞"",""用語・定義"",""基礎力"",""v1""]"
